
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35714.8,62854.2,103.308,um,Cell,Cell Center of Homogeneous Mass,1,ATM,0,
35690.4,62888.4,111.561,um,Cell,Cell Center of Homogeneous Mass,1,ATM,1,
35675.2,62814.5,131.299,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
35682.9,62817.8,137.788,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
35668.9,62806.2,139.198,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
35676.4,62808,143.798,um,Cell,Cell Center of Homogeneous Mass,1,TVC,8,
