
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
57.0149,um,Surface,1,ATMgroup,0,
22.134,um,Surface,1,TVCgroup,1,
