
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
24.4575,29.1359,102.711,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
19.4688,37.6924,49.9414,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
