
Nucleus BoundingBoxAA Length
 ==================== 
Nucleus BoundingBoxAA Length X,Nucleus BoundingBoxAA Length Y,Nucleus BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
12.4961,12.7773,13.989,um,Nucleus,Nucleus BoundingBoxAA Length,1,ATM,0,100000000,
10.2227,13.0625,11.8694,um,Nucleus,Nucleus BoundingBoxAA Length,1,ATM,1,100000001,
6.24609,4.54297,7.20644,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,2,100000002,
4.82813,4.82813,5.51081,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,3,100000003,
5.96484,5.39453,10.1738,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,4,100000004,
5.10938,4.82813,6.35863,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,5,100000005,
