
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
14.1571,um,Surface,1,ATMgroup,0,
14.3733,um,Surface,1,TVCgroup,2,
