
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
46825.7,85689.1,56.3575,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
46833.3,85650.4,58.7354,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,1,
