
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
8859.06,um^3,Cell,1,ATM,0,
4841.27,um^3,Cell,1,ATM,1,
1813.98,um^3,Cell,1,TVC,2,
1194.78,um^3,Cell,1,TVC,3,
1029.38,um^3,Cell,1,TVC,4,
1238.02,um^3,Cell,1,TVC,5,
