
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.760623,-0.621896,-0.186274,um,Cell,Cell Ellipsoid Axis C,1,ATM,4,
0.910176,-0.398411,-0.113351,um,Cell,Cell Ellipsoid Axis C,1,ATM,5,
0.817524,-0.393207,-0.420764,um,Cell,Cell Ellipsoid Axis C,1,TVC,8,
-0.669297,-0.735995,-0.101754,um,Cell,Cell Ellipsoid Axis C,1,TVC,10,
0.10244,-0.82484,-0.556008,um,Cell,Cell Ellipsoid Axis C,1,TVC,12,
-0.908187,-0.416663,0.0398514,um,Cell,Cell Ellipsoid Axis C,1,TVC,13,
