
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
16.4492,21.0625,94.8652,um,Surface,BoundingBoxOO Length,1,ATMgroup,1,
13.6921,26.9531,34.4922,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
