
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
43094.8,67461.1,127.746,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
43146.6,67502.6,167.685,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
