
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
88.7449,50.2358,194.007,um,Surface,Position,1,ATMgroup,4,
70.5472,123.625,189.205,um,Surface,Position,1,TVCgroup,0,
