
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
88.7449,50.2358,194.007,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
70.5472,123.625,189.205,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
