
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
4.37147,um,Nucleus,1,TVC,4,100000004,
5.32784,um,Nucleus,1,TVC,5,100000005,
4.68145,um,Nucleus,1,TVC,6,100000006,
4.62918,um,Nucleus,1,TVC,7,100000007,
4.63234,um,Nucleus,1,TVC,9,100000009,
6.03971,um,Nucleus,1,ATM,11,100000011,
