
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.22017,um,Cell,1,TVC,4,
9.70294,um,Cell,1,TVC,5,
6.86829,um,Cell,1,TVC,6,
7.90793,um,Cell,1,TVC,7,
10.6141,um,Cell,1,TVC,9,
10.2446,um,Cell,1,ATM,11,
