
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.345516,-0.933235,0.0984493,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.610712,0.791788,0.0101432,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
