
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
45922,59557.2,146.877,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
45850.8,59475.9,149.741,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
