
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
2324.44,um^2,Cell,1,ATM,1,
1025.68,um^2,Cell,1,TVC,2,
727.792,um^2,Cell,1,TVC,3,
668.767,um^2,Cell,1,TVC,4,
672.58,um^2,Cell,1,TVC,7,
1540.99,um^2,Cell,1,TVC,8,
1324.68,um^2,Cell,1,TVC,9,
