
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
1102.02,um^3,Cell,1,TVC,0,
1249.81,um^3,Cell,1,TVC,1,
485.617,um^3,Cell,1,TVC,2,
1035.98,um^3,Cell,1,TVC,3,
2532.66,um^3,Cell,1,TVC,4,
3725.54,um^3,Cell,1,ATM,5,
2882.3,um^3,Cell,1,ATM,6,
