
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
5.15804,um,Nucleus,1,TVC,4,100000004,
5.55246,um,Nucleus,1,TVC,5,100000005,
6.11498,um,Nucleus,1,ATM,8,100000008,
6.64132,um,Nucleus,1,ATM,9,100000009,
6.48914,um,Nucleus,1,ATM,10,100000010,
