
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
44097,58623.9,11.857,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
44026.7,58630.5,-4.31811,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
