
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
37905.6,58686.9,34.6568,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
37877.8,58752.7,49.5838,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
