
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.414134,0.483187,0.771378,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
0.529148,0.447728,0.720793,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
