
Cell Center of Image Mass Ch=2 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
44689.1,84910.8,109.429,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,2,
44711.7,84889.9,114.08,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,3,
44635.5,84940.2,127.128,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,7,
44627.5,84940.1,129.901,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,9,
44633.7,84944.8,129.769,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,10,
44626.4,84949,130.859,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,11,
