
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.746481,,Cell,1,ATM,1,
0.455809,,Cell,1,TVC,2,
0.476343,,Cell,1,TVC,3,
0.631047,,Cell,1,ATM,4,
0.258768,,Cell,1,TVC,5,
0.398044,,Cell,1,TVC,6,
