
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.401309,,Nucleus,1,ATM,1,100000000,
0.427508,,Nucleus,1,TVC,2,100000001,
0.347038,,Nucleus,1,TVC,3,100000002,
0.296304,,Nucleus,1,ATM,4,100000003,
0.436655,,Nucleus,1,TVC,5,100000004,
0.25499,,Nucleus,1,TVC,6,100000005,
