
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.540347,-0.827219,-0.154055,um,Surface,Ellipsoid Axis A,1,ATMgroup,1,
0.324995,0.463369,-0.824419,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
