
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
16.2102,um,Surface,1,TVCgroup,0,
58.1244,um,Surface,1,ATMgroup,4,
