
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
40192.1,40098.7,39.4538,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
40127.9,40029.4,23.254,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,2,
