
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.122657,,Cell,1,ATM,0,
0.105609,,Cell,1,ATM,1,
0.109669,,Cell,1,TVC,2,
0.167569,,Cell,1,TVC,3,
0.141011,,Cell,1,TVC,4,
0.160069,,Cell,1,TVC,5,
