
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36416.5,78523.7,61.8315,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
36373.9,78560.4,30.008,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,1,
