
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.469543,-0.882896,-0.00489163,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
-0.636686,-0.59791,0.486965,um,Surface,Ellipsoid Axis C,1,TVCgroup,1,
