
Nucleus Relative To Cell Position
 ==================== 
Nucleus Relative To Cell Position X,Nucleus Relative To Cell Position Y,Nucleus Relative To Cell Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
-3.30859,-3.24609,-1.94443,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,0,100000002,
-1.21875,-1.11328,-0.343643,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,1,100000003,
0.84375,-1.04688,-2.14064,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,2,100000000,
-0.535156,-1.47266,-0.316513,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,3,100000001,
