
Nucleus Position
 ==================== 
Nucleus Position X,Nucleus Position Y,Nucleus Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
37115.4,33131.3,-67.1845,um,Nucleus,Nucleus Position,1,ATM,2,100000002,
37134.8,33114.8,-60.5348,um,Nucleus,Nucleus Position,1,ATM,3,100000003,
37190.2,33100.9,-89.8744,um,Nucleus,Nucleus Position,1,TVC,0,100000000,
37182.1,33103.8,-89.0542,um,Nucleus,Nucleus Position,1,TVC,1,100000001,
