
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
10.9167,um,Surface,1,TVCgroup,0,
12.1407,um,Surface,1,ATMgroup,4,
