
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.112052,-0.0733606,-0.990991,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
-0.707522,0.0992598,0.699685,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
