
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
43509.4,58995.4,-22.814,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
43521.4,59054.6,12.3478,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
