
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.393276,,Cell,1,TVC,0,
0.456551,,Cell,1,TVC,1,
0.497446,,Cell,1,TVC,2,
0.444906,,Cell,1,TVC,3,
0.399583,,Cell,1,ATM,8,
0.408558,,Cell,1,ATM,9,
