
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.437163,,Nucleus,1,TVC,0,100000000,
0.353246,,Nucleus,1,TVC,2,100000002,
0.391328,,Nucleus,1,ATM,6,100000006,
0.590051,,Nucleus,1,ATM,7,100000007,
