
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
2.88179,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,8,100000008,
4.87821,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,9,100000009,
1.82988,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,1,100000001,
2.47878,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000002,
2.80354,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,4,100000004,
3.45973,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,6,100000006,
