
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
33954.5,28493.9,27.1798,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
34014.3,28549.4,16.583,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
