
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
41645,55188.8,190.593,um,Cell,Cell Center of Homogeneous Mass,1,ATM,6,
41686,55198.5,190.046,um,Cell,Cell Center of Homogeneous Mass,1,ATM,7,
41742.3,55234.3,144.118,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
41738.8,55226,149.839,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
41736.3,55245.3,150.589,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
41732.1,55236.4,158.498,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
