
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
14.3728,um,Surface,1,TVCgroup,0,
51.0015,um,Surface,1,ATMgroup,4,
