
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.663228,-0.668917,-0.335676,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
-0.337165,-0.120918,0.933648,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
