
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
12.4797,18.2589,34.1165,um,Cell,Cell BoundingBoxOO Length,1,ATM,2,
12.6965,19.8134,39.3272,um,Cell,Cell BoundingBoxOO Length,1,ATM,5,
19.8406,23.0067,25.0987,um,Cell,Cell BoundingBoxOO Length,1,TVC,0,
21.5447,28.5751,28.8321,um,Cell,Cell BoundingBoxOO Length,1,TVC,1,
