
Cell Ellipsoid Axis A
 ==================== 
Cell Ellipsoid Axis A X,Cell Ellipsoid Axis A Y,Cell Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.109599,-0.175334,-0.97839,um,Cell,Cell Ellipsoid Axis A,1,ATM,2,
-0.0984844,-0.409538,-0.906961,um,Cell,Cell Ellipsoid Axis A,1,ATM,3,
0.15507,-0.0597039,0.986098,um,Cell,Cell Ellipsoid Axis A,1,TVC,6,
0.522321,-0.851616,-0.0439396,um,Cell,Cell Ellipsoid Axis A,1,TVC,8,
-0.906853,0.0718364,0.41528,um,Cell,Cell Ellipsoid Axis A,1,TVC,9,
-0.0622998,-0.0527881,0.99666,um,Cell,Cell Ellipsoid Axis A,1,TVC,10,
