
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.366971,-0.282422,0.886324,um,Surface,Ellipsoid Axis B,1,ATMgroup,4,
-0.102227,-0.990415,-0.0928816,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
