
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
3738.82,um^3,Cell,1,TVC,1,
3075.1,um^3,Cell,1,TVC,2,
2718.68,um^3,Cell,1,TVC,3,
1931.02,um^3,Cell,1,TVC,4,
2438.39,um^3,Cell,1,TVC,5,
1158.58,um^3,Cell,1,TVC,6,
