
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.11496,-0.266756,-0.956883,um,Surface,Ellipsoid Axis B,1,ATM,0,
-0.502035,0.653477,0.566505,um,Surface,Ellipsoid Axis B,1,TVCgroup,1,
