
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
47996.3,101405,-142.02,um,Surface,Center of Homogeneous Mass,1,ATM,0,
47974.7,101346,-111.135,um,Surface,Center of Homogeneous Mass,1,TVCgroup,1,
