
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
39617.9,51863.7,91.1378,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
39698.3,51855.6,105.613,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
