
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.96537,um,Cell,1,ATM,3,
6.77693,um,Cell,1,ATM,4,
3.54501,um,Cell,1,TVC,7,
5.61376,um,Cell,1,TVC,8,
5.86502,um,Cell,1,TVC,11,
5.34761,um,Cell,1,TVC,12,
