
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
1.49593,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,3,100000002,
2.7883,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,4,100000003,
0.681019,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,7,100000006,
0.99561,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,8,100000007,
2.47398,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,11,100000010,
2.11011,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,12,100000011,
