
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
21.7656,40.5977,91.5703,um,Surface,BoundingBoxOO Length,1,ATMgroup,2,
12.7344,24.2646,26.9844,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
