
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
6.28686,um,Nucleus,1,ATM,3,100000002,
5.88685,um,Nucleus,1,ATM,4,100000003,
3.65187,um,Nucleus,1,TVC,5,100000004,
3.42132,um,Nucleus,1,TVC,6,100000005,
3.10481,um,Nucleus,1,TVC,7,100000006,
3.29961,um,Nucleus,1,TVC,8,100000007,
