
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
1.73433,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,4,100000004,
7.315,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,5,100000005,
2.09586,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,6,100000006,
2.17461,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,0,100000000,
1.78969,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,1,100000001,
1.23332,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000002,
2.711,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,3,100000003,
