
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
1092.07,um^3,Cell,1,TVC,0,
2280.55,um^3,Cell,1,TVC,1,
1525.36,um^3,Cell,1,TVC,2,
4190.56,um^3,Cell,1,TVC,3,
8949.44,um^3,Cell,1,ATM,4,
8832.39,um^3,Cell,1,ATM,5,
