
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
33799.2,74688.4,99.0207,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
33866.5,74704,89.3579,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
