
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
47394.4,81234.7,195.942,um,Surface,2,Center of Image Mass,Image 1,1,ATM,5,
47429.7,81200.8,179.31,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
