
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
4230.12,um^2,Cell,1,TVC,0,
3081,um^2,Cell,1,TVC,1,
5994.28,um^2,Cell,1,ATM,2,
4375.9,um^2,Cell,1,ATM,3,
