
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.641759,-0.766876,-0.0068162,um,Surface,Ellipsoid Axis C,1,ATMgroup,3,
0.171356,-0.756383,-0.631286,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
