
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46805,35134,-0.114438,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
46806.3,35172.9,29.2951,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
