
Nucleus Center of Image Mass Ch=2 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
42824.8,52007.5,-31.3352,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,3,100000000,
42853.4,51975.9,-24.5045,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,4,100000001,
42776.9,52028.2,1.95355,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,5,100000002,
42774.2,52034.5,2.08683,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,6,100000003,
42776.2,52042.6,2.67079,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,7,100000004,
42783.2,52037.7,2.95611,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,8,100000005,
