
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.82748,um,Cell,1,ATM,0,
4.62915,um,Cell,1,TVC,1,
4.76322,um,Cell,1,TVC,3,
6.51367,um,Cell,1,TVC,4,
5.43458,um,Cell,1,TVC,6,
7.64492,um,Cell,1,TVC,7,
6.59765,um,Cell,1,TVC,8,
