
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
3.54719,um,Nucleus,1,ATM,0,100000000,
3.37001,um,Nucleus,1,ATM,1,100000001,
2.51342,um,Nucleus,1,TVC,4,100000004,
2.95961,um,Nucleus,1,TVC,5,100000005,
